,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1.4575000000000005,4.871666666666665,8.79583333333333,13.484166666666672,32.66833333333338,1.6141666666666659,4.966666666666665,8.859166666666672,13.584166666666665,32.730833333333344,1.6049999999999995,5.066666666666667,8.926666666666666,13.658333333333335,32.74,1.49,4.9624999999999995,8.930833333333334,13.837499999999995,32.808333333333366,1.4900000000000004,4.945000000000001,8.901666666666667,13.659999999999998,32.78333333333333,1.3566666666666665,4.754999999999999,8.734999999999998,13.46666666666667,32.62000000000001,0.9350000000000004,4.501666666666668,8.571666666666667,13.22999999999999,32.65166666666666,Awake
1,1.4450000000000007,4.765000000000001,8.710833333333339,14.015833333333335,33.416666666666664,1.475833333333334,4.721666666666665,8.740833333333336,14.06,33.43083333333333,1.38,4.609999999999999,8.588333333333333,13.431666666666667,33.00333333333334,1.4116666666666664,4.6558333333333355,8.651666666666666,13.640833333333335,33.00666666666667,1.586666666666666,4.8125,8.758333333333333,13.895833333333336,33.31000000000001,1.4449999999999996,4.776666666666667,8.711666666666668,13.818333333333333,33.346666666666664,1.5116666666666663,4.791666666666667,8.740000000000004,13.946666666666667,33.57,N2
2,1.6991666666666663,4.725833333333336,8.50833333333333,13.54333333333334,33.232499999999995,1.705833333333333,4.771666666666672,8.509999999999993,13.71,33.28583333333335,1.77,4.77,8.505,13.370000000000001,33.04,1.7274999999999998,4.805000000000001,8.516666666666662,13.54666666666667,33.475833333333334,1.6033333333333328,4.6866666666666665,8.511666666666654,13.359166666666662,33.10333333333333,1.7200000000000004,4.736666666666666,8.601666666666663,13.61833333333333,33.20666666666667,1.5533333333333323,4.661666666666667,8.45833333333333,13.584999999999999,33.08333333333332,REM
3,1.4391666666666667,4.787500000000003,8.76500000000001,14.069999999999995,33.3975,1.4491666666666674,4.734166666666671,8.725833333333343,14.12666666666667,33.372499999999995,1.4000000000000001,4.623333333333333,8.581666666666667,13.895000000000003,36.25666666666666,1.4283333333333335,4.695833333333337,8.69166666666667,13.889166666666664,33.16916666666666,1.52,4.763333333333337,8.704166666666673,13.944166666666668,33.275,1.466666666666667,4.7683333333333335,8.740000000000004,13.924999999999995,33.341666666666676,1.4899999999999995,4.831666666666665,8.845000000000002,14.023333333333337,33.146666666666675,N2
4,1.3583333333333332,4.6866666666666665,8.660833333333338,13.907499999999999,32.96499999999999,1.3566666666666662,4.6716666666666695,8.720833333333339,14.009166666666669,33.22749999999999,1.2800000000000005,4.570000000000001,8.569999999999997,13.604999999999999,33.36000000000001,1.27,4.571666666666668,8.567499999999992,13.62416666666667,32.7725,1.3799999999999992,4.715833333333335,8.738333333333339,13.783333333333337,32.85333333333334,1.3066666666666669,4.709999999999999,8.746666666666659,13.723333333333334,32.77666666666666,1.3616666666666661,4.679999999999998,8.78,13.681666666666663,32.71166666666666,N3
5,1.4883333333333328,4.697500000000002,8.629999999999997,13.698333333333332,33.301666666666684,1.5824999999999998,4.750833333333334,8.629999999999995,13.761666666666668,32.52916666666667,1.695,4.87,8.648333333333335,13.591666666666669,32.606666666666676,1.6191666666666669,4.818333333333336,8.620833333333328,13.70583333333334,32.292500000000004,1.6224999999999994,4.7650000000000015,8.629166666666663,13.602499999999997,32.61666666666668,1.531666666666667,4.705,8.633333333333331,13.594999999999997,32.69999999999999,1.6349999999999991,4.806666666666666,8.674999999999995,13.570000000000002,33.220000000000006,REM
6,1.3425,4.539166666666664,8.403333333333324,12.869166666666676,32.90166666666667,1.3250000000000008,4.538333333333333,8.427499999999991,12.813333333333341,32.79500000000002,1.3500000000000005,4.545000000000001,8.45333333333333,13.035,32.780000000000015,1.3791666666666667,4.625833333333334,8.525833333333331,12.988333333333333,32.91749999999999,1.3791666666666673,4.623333333333334,8.494166666666658,12.884166666666664,32.77916666666667,1.3816666666666664,4.624999999999999,8.473333333333331,12.926666666666673,32.98999999999999,1.0900000000000003,4.4399999999999995,8.356666666666666,12.699999999999994,32.73000000000001,N3
7,1.454999999999999,4.588333333333332,8.44499999999999,13.143333333333338,33.220000000000006,1.4008333333333327,4.537499999999999,8.409166666666655,12.986666666666672,32.95666666666668,1.5566666666666662,4.608333333333333,8.443333333333332,13.166666666666668,32.94166666666668,1.5266666666666664,4.561666666666664,8.42583333333332,13.106666666666674,33.09666666666667,1.4133333333333333,4.549999999999998,8.434999999999993,12.998333333333337,33.20833333333333,1.4649999999999999,4.5516666666666685,8.43,13.28333333333333,33.588333333333345,1.1733333333333336,4.475000000000002,8.386666666666667,13.058333333333326,33.19166666666667,REM
8,1.249166666666667,4.54666666666667,8.483333333333329,13.425833333333328,33.01083333333332,1.1149999999999998,4.545833333333338,8.499166666666666,13.104166666666668,32.891666666666644,1.0816666666666666,4.535000000000001,8.498333333333331,13.048333333333341,32.79666666666667,1.2516666666666665,4.628333333333334,8.597500000000002,13.303333333333333,32.979999999999976,1.3966666666666667,4.724166666666666,8.594999999999997,13.143333333333336,33.08166666666664,1.2383333333333333,4.576666666666669,8.521666666666667,13.416666666666668,33.15,0.8566666666666668,4.425000000000002,8.379999999999999,12.97666666666666,32.79166666666667,N2
9,1.3099999999999998,4.551666666666668,8.507499999999986,13.24166666666667,32.81083333333332,1.301666666666668,4.532500000000001,8.447499999999993,13.180833333333334,32.70833333333335,1.3333333333333333,4.538333333333335,8.473333333333331,13.223333333333336,32.708333333333336,1.3483333333333338,4.634166666666668,8.568333333333335,13.371666666666659,32.849999999999994,1.35,4.690833333333334,8.557499999999996,13.30833333333333,32.84333333333332,1.323333333333333,4.538333333333335,8.488333333333333,13.225,32.86333333333333,1.1766666666666665,4.4816666666666665,8.44666666666666,13.154999999999994,32.593333333333334,N3
