,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,12.652901731311367,12.652901731311367,12.652901731311367,12.652901731311367,12.652901731311367,0.1947202409155818,0.35636961929372635,0.8295041189369302,4.149714765967521,12.288763809766305,0.21450128780297759,0.2970279739080997,0.4492005930979013,3.880723332092472,12.449541850363433,0.21908743815097115,0.2747612600058459,0.29030515554039577,3.4742240340670163,12.194918995448699,12.36859753120332,12.36859753120332,12.36859753120332,12.36859753120332,12.36859753120332,Awake
1,12.786949944724459,12.786949944724459,12.786949944724459,12.786949944724459,12.786949944724459,0.19396448701301552,0.2925451057339515,0.3647973181553469,2.387145988879235,12.42437453713019,0.2501332977967279,0.3076172866757137,0.29617468569147554,2.488702559989596,12.92684472352681,0.19598575628516143,0.2746917464278014,0.29171904291629636,2.2400390621594086,12.635537516597116,12.671967750379839,12.671967750379839,12.671967750379839,12.671967750379839,12.671967750379839,N2
2,12.652481969953563,12.652481969953563,12.652481969953563,12.652481969953563,12.652481969953563,0.20041450102780045,0.2973482339315677,0.30253443330195207,2.690021556088765,12.644082251085777,0.19941271799653446,0.28021761825453967,0.3129602783141478,2.8067134574264556,12.636908745983767,0.21346187533660954,0.28340072727892257,0.3298821338330132,2.763692678685932,12.372163535758629,12.665959208313703,12.665959208313703,12.665959208313703,12.665959208313703,12.665959208313703,REM
3,12.710330444170207,12.710330444170207,12.710330444170207,12.710330444170207,12.710330444170207,0.19190383876653785,0.4802053958695405,0.8150455849555628,3.3968113111171383,12.42099809797908,0.19499920860871378,0.295197673884241,0.4146826839826591,3.7497016753764556,12.517802273779221,0.1712677403625355,0.34534604223718696,0.7873368437686351,3.803995614993382,12.186860410567883,12.698263555830511,12.698263555830511,12.698263555830511,12.698263555830511,12.698263555830511,N2
4,12.474471157795294,12.474471157795294,12.474471157795294,12.474471157795294,12.474471157795294,0.19390719429665326,0.3760319135392632,0.8005514592384985,3.8510600993608097,11.134085522245046,0.2522393533095591,0.3654943380014402,0.7576270622358334,3.9114486517856215,11.485531478052433,0.19030494534357806,0.3607082154133262,0.8446629834173837,3.8881011503760488,11.276056737865218,12.306840753553827,12.306840753553827,12.306840753553827,12.306840753553827,12.306840753553827,N3
5,11.48838253773495,11.48838253773495,11.48838253773495,11.48838253773495,11.48838253773495,0.3796480460754262,0.7446359102869596,1.449846735194985,3.8026590659987147,7.311271929166787,0.3740848916661023,0.8368700874149329,1.3644001078572916,3.8981277557309486,8.468178105832374,0.3707340691115396,0.7292671359354922,1.3642740743706894,3.7800264549338825,7.4457167030597,11.384829847945321,11.384829847945321,11.384829847945321,11.384829847945321,11.384829847945321,REM
6,12.535937389051615,12.535937389051615,12.535937389051615,12.535937389051615,12.535937389051615,0.2151485275080657,0.3158487243391474,0.3227098800264204,2.8595085047764575,12.995810195554903,0.20899155278575848,0.2992268844790881,0.30686135124659925,1.7058015566346751,12.151245122401711,0.19313028130139406,0.3045032384429141,0.32338380190314614,2.5892500791198647,12.326958262280279,12.51768294143218,12.51768294143218,12.51768294143218,12.51768294143218,12.51768294143218,N3
7,12.829415523189928,12.829415523189928,12.829415523189928,12.829415523189928,12.829415523189928,0.31973947728319907,0.34179977082106633,0.3209361307176241,2.611576657670398,12.830630424236109,0.2920996785726102,0.4226587655529755,0.6138652584692802,2.808397625376829,12.571937984708569,0.2810088472312254,0.3250117519242786,0.3334905879064986,3.3103671330466597,12.624267965575934,12.511584694016804,12.511584694016804,12.511584694016804,12.511584694016804,12.511584694016804,REM
8,12.68683778129479,12.68683778129479,12.68683778129479,12.68683778129479,12.68683778129479,0.29111733984006455,0.317804971641414,0.3162266680018549,3.0503806684120955,12.847747289570504,0.3155066472270347,0.34516904071290405,0.43909945722277227,2.9338879946978382,12.553397602164312,0.2774086436208424,0.32220486064338366,0.5154043719902526,3.4712565768352848,12.677859062817616,12.462919650797009,12.462919650797009,12.462919650797009,12.462919650797009,12.462919650797009,N2
9,12.511983748923802,12.511983748923802,12.511983748923802,12.511983748923802,12.511983748923802,0.21015701801801015,0.3109796349173579,0.3444439964154793,3.656637420120049,12.369072542254553,0.21382105706511792,0.31030450993965397,0.4178645743170093,3.764854488687128,12.351185415693472,0.1913040047208166,0.33899258431744816,0.7782347367957536,3.9334855196547167,12.134059502079262,12.128963388884017,12.128963388884017,12.128963388884017,12.128963388884017,12.128963388884017,N3
